,barcode,catno,community,country,format,genre,id,label,resource_url,style,thumb,title,type,uri,year
39,[],F 9623,"{'have': 15, 'want': 3}",US,"['Vinyl', 'LP']",['Jazz'],685135,['Fantasy'],https://api.discogs.com/masters/685135,['Jazz-Rock'],https://api-img.discogs.com/iwX0jpvF13WZoeCblSo5m4dhEQc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3306863-1325014836.jpeg.jpg,Tom Coster - Ivory Expedition,master,/Tom-Coster-Ivory-Expedition/master/685135,1983
40,[],Euphoria 183,"{'have': 1, 'want': 1}",US,"['CD', 'Reissue', 'Compilation']",['Jazz'],685212,['Euphoria Jazz'],https://api.discogs.com/masters/685212,['Smooth Jazz'],https://api-img.discogs.com/sYakPio0ifXpa4TBjAkzLCyG340=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1475130-1222616245.jpeg.jpg,Joe Pass - Simplicity / A Sign Of The Times,master,/Joe-Pass-Simplicity-A-Sign-Of-The-Times/master/685212,2002
41,[],MFP 50207,"{'have': 68, 'want': 0}",UK,"['Vinyl', 'LP', 'Compilation']",['Jazz'],1576310,['Music For Pleasure'],https://api.discogs.com/releases/1576310,['Easy Listening'],https://api-img.discogs.com/DxKTr8aA1N5omaNpKTeAiroY2J0=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1576310-1314375400.jpeg.jpg,Shirley Bassey - The Nearness Of You,release,/Shirley-Bassey-The-Nearness-Of-You/release/1576310,1974
42,[],LDC-1013,"{'have': 2, 'want': 6}",Japan,"['Vinyl', 'LP']",['Jazz'],1588795,['Lobster Kikaku'],https://api.discogs.com/releases/1588795,"['Hard Bop', 'Jazz-Funk']",https://api-img.discogs.com/P2eTgGcQSvM1EMUNB1smYS6s4lg=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1588795-1230533707.jpeg.jpg,Nobuo Hara And His Sharps & Flats - Humpty Dumpty,release,/Nobuo-Hara-And-His-Sharps-Flats-Humpty-Dumpty/release/1588795,1978
43,[],RD-7731,"{'have': 8, 'want': 2}",UK,"['Vinyl', 'LP', 'Compilation', 'Mono']",['Jazz'],1589440,['RCA Victor'],https://api.discogs.com/releases/1589440,"['Big Band', 'Swing']",https://api-img.discogs.com/MiLuZJIRW8a4VtL8a5VGgtK-rGk=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1589440-1312290646.jpeg.jpg,Duke Ellington And His Orchestra - The Duke Steps Out,release,/Duke-Ellington-And-His-Orchestra-The-Duke-Steps-Out/release/1589440,1965
44,[],0602498158104,"{'have': 4, 'want': 0}",Europe,"['CD', 'Album']",['Jazz'],1587576,['Universal'],https://api.discogs.com/releases/1587576,"['Soul-Jazz', 'Vocal']",https://api-img.discogs.com/dSyZGdOqrapbPVmJEKDDTbtnTEM=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1587576-1250017491.jpeg.jpg,Tuck & Patti - A Gift Of Love,release,/Tuck-Patti-A-Gift-Of-Love/release/1587576,2003
45,[],MG 20508,"{'have': 5, 'want': 0}",US,"['Vinyl', 'LP', 'Album', 'Mono']",['Jazz'],677776,['Mercury'],https://api.discogs.com/masters/677776,[],https://api-img.discogs.com/s5ZJedk2cJwCZVtACdcCLASQ5GI=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-5156502-1386019752-3098.jpeg.jpg,Barney Richards And His Rebels - Dixie In Hi Society,master,/Barney-Richards-And-His-Rebels-Dixie-In-Hi-Society/master/677776,
46,[],XL 0138,"{'have': 20, 'want': 4}",Poland,"['Vinyl', 'LP', 'Mono', 'Album']",['Jazz'],678065,['Polskie Nagrania Muza'],https://api.discogs.com/masters/678065,[],https://api-img.discogs.com/Q3w86EIKDKTM0aFl-LL8D-tOAFQ=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1071534-1189951896.jpeg.jpg,George Gershwin - Koncert Fortepianowy F-Dur (Piano Concerto In F Major) / Błękitna Rapsodia (Rhapsody In Blue),master,/George-Gershwin-Koncert-Fortepianowy-F-Dur-Piano-Concerto-In-F-Major-B%C5%82%C4%99kitna-Rapsodia-Rhapsody-In/master/678065,
47,[],KL-1036,"{'have': 1, 'want': 1}",Spain,"['Vinyl', 'LP', 'Album', 'Mono', 'Reissue']",['Jazz'],709978,"['Kapp Records', 'Fresh Sound Records']",https://api.discogs.com/masters/709978,['Cool Jazz'],https://api-img.discogs.com/-TOjL1or3rzCyKbjqcYUcs51ql8=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-5583063-1397214969-2681.jpeg.jpg,"Dave Pell Octet, The* - The Dave Pell Octet Plays Irvin Berlin",master,/Dave-Pell-Octet-The-The-Dave-Pell-Octet-Plays-Irvin-Berlin/master/709978,1986
48,[],NWCD0199,"{'have': 8, 'want': 8}",US,"['CD', 'Album']",['Jazz'],1606958,['Nine Winds Records'],https://api.discogs.com/releases/1606958,"['Free Jazz', 'Contemporary Jazz']",https://api-img.discogs.com/ybkfq35Of3Hv27R5GvQ0hzYT-U0=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1606958-1231779923.jpeg.jpg,Wadada Leo Smith / Vinny Golia / Bertram Turetzky - Prataksis,release,/Wadada-Leo-Smith-Vinny-Golia-Bertram-Turetzky-Prataksis/release/1606958,1997
49,"['PRES - 456 - A', 'PRES - 456 - B', 'VAN GELDER']",45-456,"{'have': 6, 'want': 3}",US,"['Vinyl', '7""', '45 RPM']",['Jazz'],642084,['Prestige'],https://api.discogs.com/masters/642084,['Soul-Jazz'],https://api-img.discogs.com/3RPSMbLacDJw4lZgM8c44XSi26c=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2171771-1267888100.jpeg.jpg,Freddie McCoy - Beans N' Greens / A Whiter Shade Of Pale,master,/Freddie-McCoy-Beans-N-Greens-A-Whiter-Shade-Of-Pale/master/642084,1967
0,['7 78224 20042 0'],SPL126,"{'have': 9, 'want': 12}",Canada,"['CD', 'Album']",['Jazz'],1481076,"['Spool', 'Line']",https://api.discogs.com/releases/1481076,['Free Improvisation'],https://api-img.discogs.com/PWLQXD8OrmBr4pAn-IEZWogbcnk=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1481076-1239577004.jpeg.jpg,Rutherford* / Vandermark* / Müller* / Van Der Schyff* - Hoxha,release,/Rutherford-Vandermark-M%C3%BCller-Van-Der-Schyff-Hoxha/release/1481076,2005
1,[],2310-932,"{'have': 12, 'want': 9}",US,"['Vinyl', 'LP']",['Jazz'],1619329,['Pablo Records'],https://api.discogs.com/releases/1619329,[],https://api-img.discogs.com/TkPOfF0Deo07tqhJbTbfcBK2nJc=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1619329-1232563500.jpeg.jpg,Milt Jackson - A London Bridge,release,/Milt-Jackson-A-London-Bridge/release/1619329,1988
2,['7 31455 73272 6'],557 327-2,"{'have': 13, 'want': 2}",US,"['CD', 'Album']",['Jazz'],678281,['Verve Records'],https://api.discogs.com/masters/678281,[],https://api-img.discogs.com/pluXTQj8y8WnVnyGf5qwQQfMBdA=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-2398701-1281804143.jpeg.jpg,Nicholas Payton - Payton'S Place,master,/Nicholas-Payton-PaytonS-Place/master/678281,1998
3,"['45-58110', '45-56779', 'BMI']",2064,"{'have': 9, 'want': 0}",US,"['Vinyl', '7""', '45 RPM', 'Single']",['Jazz'],678546,"['Capitol Records', 'Capitol Records, Inc.', 'Upam Music Co.']",https://api.discogs.com/masters/678546,[],https://api-img.discogs.com/o931a4_rkdo7hlfQEjJ2YQDCQOU=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-4597723-1398038087-9022.jpeg.jpg,Cannonball Adderley Quintet* - Oh Babe / Games,master,/Cannonball-Adderley-Quintet-Oh-Babe-Games/master/678546,1967
4,['7 31452 86992 0'],528 669-2,"{'have': 8, 'want': 0}",Europe,"['CD', 'Compilation']",['Jazz'],678560,"['Polygram Records', 'Verve Records', 'Fine Sound']",https://api.discogs.com/masters/678560,"['Hard Bop', 'Cool Jazz']",https://api-img.discogs.com/x56bE025tkqUk27x0j9aHHb2Z5U=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-5297846-1398043454-2813.jpeg.jpg,Cannonball Adderley - J. Cannonball Adderley And Strings / Jump For Joy,master,/Cannonball-Adderley-J-Cannonball-Adderley-And-Strings-Jump-For-Joy/master/678560,1995
5,[],PR 7533,"{'have': 11, 'want': 14}",US,"['Vinyl', 'LP', 'Album']",['Jazz'],680712,"['Prestige', 'Prestige']",https://api.discogs.com/masters/680712,['Soul-Jazz'],https://api-img.discogs.com/DWcmK8KsimC24crQC8a1AjjJq54=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-3404732-1333877677.jpeg.jpg,Don Patterson - Four Dimensions,master,/Don-Patterson-Four-Dimensions/master/680712,1968
6,['0 35628 97612 3'],PM 42406,"{'have': 8, 'want': 1}",France,"['Vinyl', 'LP', 'Compilation']",['Jazz'],680837,"['RCA', 'Jazz Tribune']",https://api.discogs.com/masters/680837,['Swing'],https://api-img.discogs.com/Nx4rVp2wdEmJ_NPUttPT1QGHvgE=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-5634983-1398553632-8726.jpeg.jpg,Benny Carter - Benny Carter (1928 - 1952),master,/Benny-Carter-Benny-Carter-1928-1952/master/680837,1979
7,[],SLP 18015,"{'have': 30, 'want': 4}",US,"['Vinyl', 'LP', 'Stereo']",['Jazz'],1603207,['Monument'],https://api.discogs.com/releases/1603207,[],https://api-img.discogs.com/ohC114AZochZ3wR4-MpGVP5iNB0=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1603207-1373939733-8293.jpeg.jpg,Boots Randolph - Hip Boots!,release,/Boots-Randolph-Hip-Boots/release/1603207,1964
8,[],23AP 654,"{'have': 4, 'want': 24}",Japan,"['Vinyl', 'LP']",['Jazz'],1601016,"['CBS/Sony', 'Iino Hall', 'Mouri Studio']",https://api.discogs.com/releases/1601016,"['Hard Bop', 'Free Jazz']",https://api-img.discogs.com/ThjVmRHQo9cOp7nJN8hfJIyLd08=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-1601016-1231400206.jpeg.jpg,Terumasa Hino - Journey Into My Mind,release,/Terumasa-Hino-Journey-Into-My-Mind/release/1601016,1977
9,[],HMG.5019,"{'have': 8, 'want': 1}",UK,"['Vinyl', 'LP', 'Compilation', 'Mono']",['Jazz'],706753,['London Records'],https://api.discogs.com/masters/706753,[],https://api-img.discogs.com/jhUOXokyt4wKQNLESdQsNfyDE9k=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-4666897-1372955336-8629.jpeg.jpg,Ray Noble And His Orchestra With Al Bowlly - The Radio Years,master,/Ray-Noble-And-His-Orchestra-With-Al-Bowlly-The-Radio-Years/master/706753,1974
10,['0 15095 90044 9'],FSG 9004,"{'have': 1, 'want': 0}",US,"['Cassette', 'Compilation']",['Jazz'],707105,"['Feels So Good Records', 'Intersound, Inc.']",https://api.discogs.com/masters/707105,['Soul-Jazz'],https://api-img.discogs.com/M0VMosXvP-PFNrozqShCK9EqJOw=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-5045564-1383011356-3179.jpeg.jpg,Chuck Mangione - Greatest Hits,master,/Chuck-Mangione-Greatest-Hits/master/707105,1991
11,"['1031-P-45-757-A', '1031-P-45-757-B', 'ASCAP']",45-747,"{'have': 14, 'want': 1}",US,"['Vinyl', '7""', '45 RPM']",['Jazz'],707136,"['Gateway Records', 'Waygate']",https://api.discogs.com/masters/707136,[],https://api-img.discogs.com/RIHB7LoaO-Pmk0LEGH57xAEWUYA=/fit-in/150x150/filters:strip_icc():format(jpeg):mode_rgb()/discogs-images/R-5870338-1404986676-5768.jpeg.jpg,Harold Betters - Do Anything You Wanna,master,/Harold-Betters-Do-Anything-You-Wanna/master/707136,1964
